Artist Name(s);Album Name;Album Release Date;Track duration (s);Explicit;Popularity;Artist Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Label;Copyrights;;;
A$AP Rocky, Skepta;TESTING;25/05/2018;205,04;1;86;east coast hip hop,hip hop,rap,trap,birmingham grime,grime,instrumental grime,uk hip hop;0,854;0,569;5;-8,151;0;0,106;0,0609;0,0816;0,1;0,294;80,015;4;A$AP Worldwide/Polo Grounds Music/RCA Records;P (P) 2018 A$AP Rocky Recordings LLC/RCA Records, Marketed & Distributed by Polo Grounds Music/RCA Records,;;;0,20504
Hinder;Extreme Behavior;01/01/2005;261,853;0;75;alternative metal,nu metal,post-grunge;0,476;0,736;2;-5,38;1;0,0343;0,0217;0,00000108;0,203;0,251;129,084;4;Universal Records;C © 2005 Universal Records, a Division of UMG Recordings Inc and Disturbing Tha Peace Records Inc,, P ? 2005 Universal Records, a Division of UMG Recordings Inc and Disturbing Tha Peace Records Inc,;;;0,261853
Shawn Mendes, Zedd;Lost In Japan (Remix);27/09/2018;201,253;0;63;canadian pop,pop,viral pop,complextro,edm,german techno,pop,pop dance;0,706;0,855;10;-5,377;1;0,215;0,0911;0;0,347;0,293;107,184;4;Island Records;C © 2018 Island Records, a division of UMG Recordings, Inc,, P ? 2018 Island Records, a division of UMG Recordings, Inc,;;;0,201253
The Fray;The Fray;02/02/2009;256,613;0;70;neo mellow,piano rock,pop,pop rock;0,23;0,492;8;-5,767;1;0,0317;0,568;0,00000818;0,176;0,262;160,139;4;Epic;P (P) 2009 Sony Music Entertainment;;;0,256613
Lily Allen;It's Not Me, It's You;26/01/2009;201,146;0;31;dance pop,electropop;0,712;0,864;5;-6,99;1;0,0399;0,0516;0,0115;0,173;0,934;121,474;4;Parlophone UK;C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ? 2009 Parlophone Records Ltd, a Warner Music Group Company;;;0,201146
Britney Spears;In The Zone;13/11/2003;230,306;0;69;dance pop,pop;0,398;0,284;3;-12,852;1;0,0337;0,966;0,0000857;0,116;0,114;109,599;4;Jive;P (P) 2003 Zomba Recording LLC;;;0,230306
BTS;Dynamite (DayTime Version);28/08/2020;199,053;0;4;k-pop,k-pop boy group,pop;0,746;0,765;6;-4,41;0;0,0993;0,0112;0;0,0936;0,737;114,044;4;BIGHIT MUSIC / HYBE;C (C) 2020 BIGHIT MUSIC / HYBE, P (P) 2020 BIGHIT MUSIC / HYBE;;;0,199053
Jessica Mauboy;Gotcha;13/07/2012;188,253;0;19;australian indigenous,australian pop,australian talent show;0,69;0,732;2;-5,816;0;0,0612;0,000996;0,0000755;0,0962;0,922;161,001;4;Sony Music Entertainment;P (P) 2012 Sony Music Entertainment Australia Pty Ltd,;;;0,188253
OMC;How Bizarre;01/01/1996;224,053;0;0;nz pop;0,784;0,675;0;-7,718;1;0,049;0,261;0,0000014;0,293;0,854;124,908;4;Universal Music LLC;C (C) 1996 Universal Music NZ Ltd,, P (P) 1996 Universal Music NZ Ltd,;;;0,224053
Jay Sean, Pitbull;I'm All Yours;01/01/2012;218,573;0;49;dance pop,pop,pop rap,dance pop,miami hip hop,pop;0,662;0,891;0;-4,103;0;0,0378;0,0209;0;0,304;0,714;128,028;4;Cash Money;C © 2012 Cash Money Records Inc,, P ? 2012 Cash Money Records Inc,;;;0,218573
Matt Flinders;The Best of Matt Flinders;01/01/1974;187,84;0;0;;0,23;0,376;0;-14,373;1;0,0327;0,00632;0,0423;0,0679;0,496;68,954;4;Fable Records;C 1974 Fable records, P 2017 Southern Cross Music Pty Limited;;;0,18784
Real McCoy;Another Night;10/04/1995;226,413;0;52;diva house,eurodance,german techno,hip house;0,686;0,935;5;-9,04;0;0,0319;0,0552;0,633;0,155;0,515;132,993;4;RCA/Hansa;P (P)1995 BMG Berlin Musik GmbH;;;0,226413
Mýa;Fear Of Flying;01/01/2000;318,733;0;34;contemporary r&b,hip pop,r&b,urban contemporary;0,789;0,781;11;-6,205;0;0,0557;0,0136;0,0000281;0,0701;0,682;108,01;4;Interscope;C © 2001 UMG Recordings, Inc,, P ? 2001 UMG Recordings, Inc,;;;0,318733
Poison;Nothing But A Good Time;01/01/2009;223,666;0;54;album rock,glam metal,hard rock,rock;0,57;0,973;1;-2,771;1;0,0763;0,0182;0;0,203;0,557;129,073;4;Capitol Records;C © 2009 Capitol Records, LLC, P ? 2009 Capitol Records, LLC;;;0,223666
Sam Cooke;Swing Low;01/03/1961;155,173;0;58;classic soul,soul,vocal jazz;0,703;0,724;7;-10,818;1;0,0467;0,73;0;0,518;0,963;131,821;4;RCA/Legacy;P Originally released 1961, All rights reserved by RCA Records, a division of Sony Music Entertainment;;;0,155173
Salt-N-Pepa;Hot, Cool & Vicious;08/12/1986;272,133;0;0;girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop;0,914;0,594;11;-12,478;0;0,0727;0,00709;0,00318;0,0832;0,972;127,226;4;Universal Music Group;C © 1986 The Island Def Jam Music Group, The Island Def Jam Music Group, P ? 1986 The Island Def Jam Music Group, The Island Def Jam Music Group;;;0,272133
House Of Pain;House Of Pain;01/01/1992;214,946;0;0;gangster rap,hip hop,rap rock,west coast rap;0,854;0,71;4;-6,32;0;0,0793;0,0113;0,0000872;0,166;0,818;106,894;4;Rhino;C 2004 Atlantic Recording Corp, Manufactured & Marketed by Warner Strategic Marketing, P 2004 Atlantic Recording Corp, Manufactured & Marketed by Warner Strategic Marketing;;;0,214946
Gary U,S, Bonds;Twist Up Calypso;01/01/2012;150,569;0;0;doo-wop,rhythm and blues;0,442;0,953;0;-2,551;1;0,173;0,125;0;0,302;0,932;138,442;4;The Twist;C 2012 Crates Digger Music Group, P 2012 Crates Digger Music Group;;;0,150569
Queen;Jazz (Deluxe Remastered Version);10/11/1978;255,6;0;70;classic rock,glam rock,rock;0,337;0,684;2;-7,674;1;0,0495;0,0319;0,00000657;0,342;0,404;88,772;4;Hollywood Records;C © 2011 Hollywood Records, Inc,, P ? 2011 Hollywood Records, Inc,;;;0,2556
Destiny's Child;Survivor;01/05/2001;207,906;0;68;dance pop,girl group,pop,r&b,urban contemporary;0,84;0,835;1;-4,386;0;0,275;0,00281;0,00000111;0,152;0,637;103,376;4;Columbia;P (P) 2000, 2001 Sony Music Entertainment Inc,;;;0,207906
Smokey Robinson & The Miracles;Make It Happen;29/08/1967;181,8;0;61;classic soul,motown,quiet storm,soul;0,593;0,607;1;-9,886;1;0,0283;0,147;0;0,128;0,953;128,365;4;UNI/MOTOWN;C © 1967 UMG Recordings, Inc,, P ? 1967 UMG Recordings, Inc,;;;0,1818
Sophie B, Hawkins;Whaler;21/07/1994;248,893;0;59;lilith,new wave pop;0,519;0,737;10;-8,7;1;0,0437;0,645;0,00000177;0,271;0,668;82,999;4;Columbia;P 1994 Sony Music Entertainment Inc,;;;0,248893
R,E,M,;Document - 25th Anniversary Edition;01/09/1987;197,8;0;71;alternative rock,athens indie,permanent wave,rock;0,488;0,84;2;-4,626;1;0,0356;0,000395;0,00000121;0,346;0,559;127,862;4;Capitol Records;C © 2012 Capitol Records, LLC, P ? 2012 Capitol Records, LLC;;;0,1978
The Beatles;Magical Mystery Tour (Remastered);27/11/1967;230,386;0;68;beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock;0,4;0,48;7;-7,768;1;0,0295;0,346;0,000031;0,155;0,653;103,436;4;EMI Catalogue;C © 2015 Apple Corps Ltd, P ? 2015 Calderstone Productions Limited (a division of Universal Music Group);;;0,230386
Cher;Cher;01/01/1987;223,16;0;57;dance pop,pop;0,538;0,604;2;-10,936;0;0,0262;0,557;0;0,162;0,373;102,839;4;Geffen;C © 1987 Geffen Records, P ? 1987 Geffen Records;;;0,22316
Houston, Chingy, Nate Dogg, I-20;It's Already Written;01/01/2004;236,52;0;62;crunk,dirty south rap,hip pop,pop rap,r&b,southern hip hop,g funk,gangster rap,hardcore hip hop,hip hop,west coast rap,atl hip hop;0,797;0,502;10;-3,925;0;0,0968;0,0154;0;0,1;0,385;106,997;4;Capitol Records;C © 2004 Capitol Records Inc,, P ? 2004 Capitol Records Inc,;;;0,23652
Jessie J;Sweet Talker (Deluxe Version);10/10/2014;217,306;0;0;dance pop,pop;0,583;0,744;7;-4,957;1;0,0311;0,00927;0,0000257;0,22;0,528;126,032;4;Universal Music Group;C © 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC, P ? 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC;;;0,217306
Martin Solveig, Kele;Smash;01/01/2011;264,932;0;24;disco house,edm,electro house,filter house,house,pop dance,vocal house,new rave;0,545;0,866;8;-4,515;1;0,044;0,013;0;0,044;0,288;128,062;4;Ministry Of Sound;C © 2011 Temps D'Avance, P ? 2011 Temps D'Avance, under exclusive license to Hussle Recordings, a division of Ministry of Sound Australia Pty Ltd;;;0,264932
Elvis Presley;From Elvis in Memphis;17/06/1969;167,746;0;56;rock-and-roll,rockabilly;0,44;0,196;2;-17,375;1;0,0272;0,804;0,00000895;0,179;0,333;85,776;4;RCA/Legacy;P (P) 1969 Sony Music Entertainment;;;0,167746
Dua Lipa, Dom Dolla;Don't Start Now (Remixes);10/01/2020;210,879;0;51;dance pop,pop,uk pop,australian house,deep groove house,house;0,862;0,897;2;-5,444;1;0,0365;0,0664;0,00548;0,263;0,603;123,999;4;Warner Records;C © 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited, P ? 2020 Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited;;;0,210879
GAYLE;abcdefu;13/08/2021;168,601;1;84;modern alternative pop;0,695;0,54;4;-5,692;1;0,0493;0,299;0;0,367;0,415;121,932;4;Atlantic/Arthouse Records;C © 2021 Atlantic Recording Corporation, P ? 2021 Atlantic Recording Corporation;;;0,168601
Cyndi Lauper;1 Colors: The Best Of Cyndi Lauper;01/01/2009;238,293;0;34;dance pop,new wave pop,permanent wave,soft rock;0,531;0,949;4;-5,217;1;0,122;0,284;0,00129;0,319;0,708;167,768;4;Legacy Recordings;P This Compilation (P) 2009 Sony Music Entertainment;;;0,238293
Paul McCartney;McCartney II;16/05/1980;231,88;0;36;beatlesque,classic rock,mellow gold,rock;0,817;0,767;8;-7,194;1;0,0468;0,457;0,0723;0,0606;0,878;128,93;4;Paul McCartney Catalog;C © 1993 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc,, P ? 1993 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc,;;;0,23188
Bryan Adams, Sting, Rod Stewart;The Best Of Me;01/01/1999;280,026;0;0;canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock,permanent wave,soft rock,sophisti-pop,mellow gold,soft rock;0,506;0,573;2;-6,56;1;0,0282;0,185;0;0,119;0,0958;74,806;4;Universal Music Australia Pty, Ltd,;C © 1999 A&M Records Inc,, P ? 1999 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc,;;;0,280026
Tom Petty;Full Moon Fever;01/01/1989;178,36;0;80;album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock;0,765;0,476;7;-13,487;1;0,0329;0,0504;0,00000276;0,165;0,965;114,02;4;Geffen*;C © 1989 MCA Records Inc,, P ? 1989 Geffen Records;;;0,17836
Garbage;Garbage;01/01/1995;258,533;0;0;alternative rock,dance rock,electronic rock,permanent wave;0,617;0,721;11;-6,889;1;0,0305;0,00548;0,000637;0,0645;0,765;119,961;4;Liberator Music;C 2012 STUNVOLUME, P 2012 STUNVOLUME;;;0,258533
Cheryl;A Million Lights (Deluxe Version);01/01/2012;207,975;0;58;dance pop,post-teen pop,talent show;0,696;0,94;8;-3,498;1;0,064;0,00272;0,00000134;0,0987;0,7;128,005;4;Polydor Records;C © 2012 Polydor Ltd, (UK), P ? 2012 Polydor Ltd, (UK);;;0,207975
The Weeknd;After Hours;20/03/2020;200,04;0;93;canadian contemporary r&b,canadian pop,pop;0,514;0,73;1;-5,934;1;0,0598;0,00146;0,0000954;0,0897;0,334;171,005;4;Republic Records;C © 2020 The Weeknd XO, Inc,, marketed by Republic Records, a division of UMG Recordings, Inc,, P ? 2020 The Weeknd XO, Inc,, marketed by Republic Records, a division of UMG Recordings, Inc,;;;0,20004
Bobby Rydell;Home in Your Arms;31/10/2016;147,546;0;0;adult standards,bubblegum pop,doo-wop,rock-and-roll,rockabilly;0,506;0,661;9;-6,377;0;0,0333;0,564;0;0,0773;0,863;129,615;4;Newport Music;C (C) 2016 Newport Music;;;0,147546
The Strokes;Angles;21/03/2011;235,546;0;71;alternative rock,garage rock,modern rock,permanent wave,rock;0,35;0,775;11;-3,364;1;0,054;0,00433;0,283;0,0676;0,588;199,866;4;RCA Records Label;P (P) 2011 RCA Records, a unit of Sony Music Entertainment;;;0,235546
Sam Smith, John Legend;In The Lonely Hour (Drowning Shadows Edition);06/11/2015;219,535;0;0;pop,uk pop,neo soul,pop,pop soul,urban contemporary;0,468;0,205;4;-11,014;1;0,0412;0,921;0;0,107;0,325;125,343;4;Universal Music Group;C © 2015 Capitol Records, a division of Universal Music Operations Limited, P ? 2015 Capitol Records, a division of Universal Music Operations Limited;;;0,219535
Daddy Cool;Daddy Who? Daddy Cool (40th Anniversary Edition);01/07/1971;145,88;0;11;australian rock;0,678;0,819;9;-4,591;1;0,0831;0,222;0;0,331;0,893;90,695;4;Sony Music Entertainment;P (P) 1971 Sony Music Entertainment Australia Pty Ltd,;;;0,14588
Pitbull, G,R,L,;Wild Wild Love (feat, G,R,L,);25/02/2014;202,197;0;47;dance pop,miami hip hop,pop,girl group,post-teen pop,talent show;0,645;0,732;2;-5,874;1;0,0482;0,0136;0;0,513;0,336;120,06;4;Mr,305/Polo Grounds Music/RCA Records;P (P) 2014 RCA Records, a division of Sony Music Entertainment;;;0,202197
Deep Blue Something;Home;01/01/1995;257,373;0;75;pop rock;0,622;0,829;2;-5,548;1;0,029;0,11;0;0,0954;0,539;110,367;4;Interscope;C © 1995 Interscope Records, P ? 1995 Interscope Records;;;0,257373
Troye Sivan;Blue Neighbourhood (Deluxe);09/12/2015;237,464;0;56;australian pop,pop,viral pop;0,362;0,781;6;-6,803;1;0,0741;0,151;0,000197;0,125;0,354;173,688;4;EMI Recorded Music Australia Pty Ltd;C © 2016 Universal Music Australia Pty Ltd,, P ? 2016 Universal Music Australia Pty Ltd,;;;0,237464
Years & Years;King;11/01/2015;213,423;0;0;gauze pop,pop,uk pop;0,563;0,864;4;-4,066;0;0,0386;0,0585;0;0,419;0,439;119,964;4;Universal Music Group;C © 2015 Polydor Ltd, (UK), P ? 2015 Polydor Ltd, (UK);;;0,213423
Rod Stewart;Atlantic Crossing;01/01/1975;288,266;0;70;mellow gold,soft rock;0,472;0,373;3;-12,98;1;0,0262;0,872;0,206;0,147;0,459;135,193;4;Rhino/Warner Records;C 2008 © 1975 Warner Records Inc,, P 2008 ? 1975 Warner Records Inc, Marketed by Rhino Entertainment Company, a Warner Music Group Company,;;;0,288266
Carole Bayer Sager;Carole Bayer Sager;10/10/1977;215,053;0;42;yacht rock;0,638;0,557;0;-11,34;1;0,111;0,729;0,0000105;0,0986;0,915;112,893;4;Rhino/Elektra;C © 1977 Elektra Entertainment for United States and WEA International Inc, for the world outside of the United States, P ? 1977 Elektra Entertainment Group Inc, for the United States and WEA International Inc, for the world outside of the United States Marketed by Rhino Entertainment Company, A Warner Music Group Company,;;;0,215053
Eternal, P Jervier, Steve Jervier, Wales;Stay: The Essential Eternal Collection;01/01/2001;237,533;0;21;europop,girl group,new wave pop;0,591;0,727;10;-8,058;0;0,054;0,00411;0,00000153;0,0289;0,846;98,528;4;Parlophone UK;C © 2001 Parlophone Records Ltd, a Warner Music Group Company, P ? 2001 Parlophone Records Ltd, a Warner Music Group Company;;;0,237533
The Beatles;A Hard Day's Night (Remastered);10/07/1964;163,08;0;59;beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock;0,682;0,444;7;-7,689;1;0,0289;0,257;0;0,115;0,91;130,704;4;EMI Catalogue;C © 2015 Apple Corps Ltd, P ? 2015 Calderstone Productions Limited (a division of Universal Music Group);;;0,16308
G,R,L,;G,R,L,;29/07/2014;198,306;0;67;girl group,post-teen pop,talent show;0,65;0,786;9;-5,488;1;0,0463;0,019;0;0,323;0,446;124,96;4;Kemosabe Records/RCA Records;P (P) 2014 Kemosabe Records;;;0,198306
E,Y,C,;Express Yourself Clearly (U,S, Version);01/01/1993;250,106;0;16;;0,754;0,81;11;-9,779;0;0,0741;0,00277;0,00000617;0,914;0,783;111,484;4;Geffen;C © 1993 UMG Recordings, Inc,, P ? 1993 UMG Recordings, Inc,;;;0,250106
All Saints;All Hits (Special Edition);05/10/2001;387,573;0;45;dance pop,europop,girl group,new wave pop;0,739;0,541;1;-5,485;1;0,0311;0,559;0;0,0492;0,31;134,196;4;Rhino;C This Compilation, © 2001 Warner Music UK Limited, P This Compilation, ? 2001 Warner Music UK Limited;;;0,387573
The Mar-Keys;The Greatest Morning Soul;16/08/2017;158,48;0;3;instrumental soul,memphis soul,southern soul;0,698;0,585;7;-5,021;1;0,0389;0,435;0,949;0,0499;0,827;126,394;4;Warner Music Group - X5 Music Group;C 2017 Warner Music Group - X5 Music Group, P 2017 Warner Music Group - X5 Music Group;;;0,15848
Nino Tempo & April Stevens;Deep Purple;01/01/2001;160,133;0;37;;0,507;0,32;5;-12,472;1;0,0305;0,881;0,0000259;0,153;0,575;130,565;3;Rhino Atlantic;C © 2001 Atlantic Recording Corp,, P ? 2001 Atlantic Recording Corp, Marketed by Rhino Entertainment Company, a Warner Music Group Company,;;;0,160133
Inner Circle;Blazzin' Fire;14/12/2010;227,067;0;77;reggae,reggae fusion;0,787;0,728;0;-7,705;1;0,218;0,0124;0;0,157;0,94;173,026;4;DubShot Records/Sound Bwoy Entertainment;C 2010 DubShot Records/Soundbwoy Entertainment, P 2010 DubShot Records/Soundbwoy Entertainment;;;0,227067
Chubby Checker;Cameo Parkway - The Best Of Chubby Checker (Original Hit Recordings) [International Version];01/01/1961;153,76;0;0;rock-and-roll,rockabilly;0,533;0,638;4;-7,13;1;0,0341;0,202;0;0,0729;0,937;156,663;4;Universal Music Group;C © 2005 ABKCO Records Inc,, P ? 2005 ABKCO Records Inc,;;;0,15376
The Collective;The Good Life;19/09/2014;218,24;0;20;australian pop,australian talent show,boy band;0,602;0,795;4;-4,522;1;0,0433;0,12;0;0,112;0,748;86,019;4;Sony Music Entertainment;P (P) 2014 Sony Music Entertainment Australia Pty Ltd,;;;0,21824
Daya;Daya;27/11/2015;192,381;0;0;pop;0,884;0,826;11;-3,672;0;0,0854;0,222;0,00000229;0,0719;0,466;94,997;4;Z-Entertainment;C (C) 2015 ARTBEATZ, Distributed by Sony Music Entertainment, P (P) 2015 ARTBEATZ, Distributed by Sony Music Entertainment;;;0,192381
U2;U218 Singles (Deluxe Version);01/01/2006;277,333;0;0;irish rock,permanent wave,rock;0,564;0,84;1;-6,116;1;0,0343;0,012;0,00339;0,0949;0,663;100,649;4;Universal Music Group;C © 2006 Universal-Island Records Ltd,, P ? 2006 Universal-Island Records Ltd,;;;0,277333
Timmy Trumpet, Savage;Freaks (Radio Edit);01/01/2014;168,75;0;2;australian dance,big room,melbourne bounce,melbourne bounce international,nz hip hop;0,886;0,967;4;-0,776;1;0,142;0,0157;0,389;0,239;0,745;128,1;4;Universal Music Australia Pty, Ltd,;C © 2014 Hussle Recordings, P ? 2014 Hussle Recordings, a division of Ministry of Sound Australia Pty Ltd,;;;0,16875
Bastille;Bad Blood;01/01/2013;214,147;0;80;metropopolis,modern rock,pop;0,679;0,715;9;-6,383;1;0,0407;0,0755;0;0,271;0,571;127,435;4;Virgin Records;C © 2013 Virgin Records Limited, P ? 2013 Virgin Records Limited;;;0,214147
Iron Maiden;The Number of the Beast;01/01/1982;233,946;0;0;hard rock,metal,nwobhm,rock;0,225;0,951;0;-4,654;1;0,0924;0,00837;0,000225;0,219;0,471;173,241;4;Sanctuary;C (C) 1998 Iron Maiden Holdings Ltd,/ Sanctuary Records Group Ltd,, a BMG Company, under exclusive license to INgrooves, P (P) 1982 Iron Maiden Holdings Ltd,, licensed in the United States to Sanctuary Records Group Ltd,, a BMG company, under exclusive license to INgrooves;;;0,233946
Counting Crows, Vanessa Carlton;Hard Candy;01/01/2002;226,826;0;66;neo mellow,pop rock,post-grunge,rock,lilith,neo mellow,piano rock,pop rock,post-teen pop;0,674;0,867;1;-4,329;1;0,0462;0,00199;0;0,206;0,821;88,04;4;Geffen;C © 2002 Geffen Records, P ? 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc,;;;0,226826
Maroon 5;Songs About Jane;25/06/2002;206,2;0;0;pop;0,714;0,868;5;-4,596;0;0,0363;0,0551;0;0,0987;0,78;95,05;4;Universal Music Group;C © 2007 A&M/Octone Records, P ? 2007 A&M/Octone Records;;;0,2062
N-Trance;100% Clubland;14/10/2016;249,289;0;0;eurodance,hip house;0,261;0,97;8;-5,868;1;0,106;0,000532;0,00000829;0,0782;0,376;138,964;4;Universal Music Australia Pty, Ltd,;C © 2016 Central Station Records, P ? 2016 Central Station Records;;;0,249289
The Living End;White Noise Rarities Collector's Edition;01/01/2008;224,266;0;55;australian alternative rock,australian rock,australian ska;0,261;0,965;0;-4,53;1;0,0967;0,000371;0,000427;0,156;0,397;140,918;4;Universal Music Australia Pty, Ltd,;C © 2008 Dew Process/Universal Music Australia, P ? 2008 Dew Process/Universal Music Australia;;;0,224266
Green Day;Dookie;01/02/1994;181,533;0;85;modern rock,permanent wave,punk,rock;0,442;0,943;3;-3,205;1;0,0602;0,00293;0,00000871;0,091;0,781;85,064;4;Reprise;C © 1994 Reprise Records for the U,S, and WEA International Inc, for the world outside of the U,S,, P ? 1994 Reprise Records for the U,S, and WEA International Inc, for the world outside of the U,S,;;;0,181533
Rick Price;HEAVEN KNOWS;10/07/1992;267,573;0;45;australian pop;0,457;0,27;0;-11,219;1;0,0258;0,721;0;0,0951;0,192;77,707;4;Epic;P (P) 1992 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED;;;0,267573
Daryl Braithwaite;The Lemon Tree;06/09/2008;182,866;0;0;australian pop,australian rock;0,353;0,273;5;-9,097;1;0,0303;0,927;0,0000785;0,123;0,332;100,439;3;Bloodlines;C 2008 Bloodlines, P 2008 Bloodlines;;;0,182866
Gloria Estefan;The Very Best Of Gloria Estefan (English Version);01/01/1984;215,88;0;38;new wave pop;0,756;0,855;7;-6,7;1;0,0687;0,102;0,0000248;0,0185;0,699;126,423;4;Epic/Legacy;P (P) 1984, 1985, 1987, 1989, 1991, 1994, 1996, 1998, 2003, 2006 SONY BMG MUSIC ENTERTAINMENT/ (P) 2005 Breastfed Records Ltd,;;;0,21588
John Mellencamp;American Fool;01/01/1982;254,493;0;79;album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock;0,811;0,41;9;-8,214;1;0,0391;0,0365;0,00000663;0,0799;0,626;103,965;4;Def Jam West;C © 2005 John Mellencamp, under exclusive license to The Island Def Jam Music Group, P ? 2005 John Mellencamp, under exclusive license to The Island Def Jam Music Group;;;0,254493
Jessie J;Sweet Talker (Deluxe Version);10/10/2014;229,426;0;0;dance pop,pop;0,675;0,785;4;-4,117;0;0,106;0,156;0;0,313;0,515;90,013;4;Universal Music Group;C © 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC, P ? 2014 Republic Records a division of UMG Recordings Inc & Lava Music LLC;;;0,229426
Millie Small;Trojan Presents: Mod Ska;06/11/2012;122,16;0;0;jamaican ska;0,661;0,67;2;-5,734;1;0,0386;0,162;0,00000173;0,0737;0,935;132,032;4;Trojan Records;C © 2012 Trojan Recordings Ltd,, a BMG Company, P ? 2012 Sanctuary Records Group Ltd,, a BMG Company;;;0,12216
Mr, Probz, Robin Schulz;Waves (Robin Schulz Radio Edit);07/02/2014;208,133;0;3;pop dance,deep euro house,deep house,edm,german dance,pop dance,tropical house;0,829;0,51;5;-9,334;0;0,0369;0,00821;0,0014;0,0829;0,45;119,993;4;Left Lane Recordings;P (P) 2014 Left Lane Recordings exclusively licensed to Ultra / Sony Music Entertainment Netherlands B,V,;;;0,208133
Anne-Marie;Speak Your Mind (Deluxe);27/04/2018;186,986;0;84;pop;0,697;0,683;1;-2,881;0;0,117;0,0372;0;0,137;0,603;96,133;4;Atlantic Records UK;C © 2018 Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company, P ? 2018 Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited and track 18 (P)2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company;;;0,186986
Limp Bizkit;Results May Vary (EU Version);01/01/2003;269,973;0;0;alternative metal,funk metal,nu metal,post-grunge,rap metal,rock;0,587;0,476;7;-6,64;1;0,0265;0,473;0;0,109;0,085;120,268;4;Universal Music Ltd,;C (C) 2003 Flip/Interscope Records, P (P) 2003 Flip/Interscope Records;;;0,269973
Stevie Wonder;At The Close Of A Century;01/01/1999;262,24;0;0;motown,soul;0,746;0,55;1;-9,064;1;0,0238;0,217;0,00000195;0,0866;0,632;113,545;4;Universal Music Group;C © 1999 Motown Records, a Division of UMG Recordings, Inc,, P ? 1999 Motown Records, a Division of UMG Recordings, Inc,;;;0,26224
Normani;Motivation;16/08/2019;193,837;0;73;pop,r&b;0,599;0,887;4;-3,967;1;0,0984;0,0192;0,00000121;0,3;0,881;170,918;4;Keep Cool/RCA Records;P (P) 2019 Keep Cool/RCA Records;;;0,193837
38 Special;Rock & Roll Strategy;01/01/1988;304,693;0;0;album rock,classic rock,country rock,glam metal,hard rock,mellow gold,rock,soft rock,southern rock;0,652;0,43;10;-12,853;1;0,0287;0,192;0;0,0636;0,534;118,741;4;Universal Music Group;C © 1988 A&M Records Inc,, P ? 1988 UMG Recordings, Inc,;;;0,304693
Starley;Touch Me;09/06/2017;208,92;0;25;aussietronica;0,839;0,623;2;-5,927;1;0,105;0,115;0,00000161;0,329;0,324;115,016;4;Central Station Records;C © 2017 Tinted Records, P ? 2017 Tinted Records;;;0,20892
The Belle Stars;Belle-Issima! Sweet Memories…;01/01/1981;179,173;0;53;new wave pop;0,705;0,987;1;-8,628;1;0,0631;0,107;0,711;0,358;0,735;104,249;4;Edsel;C (C) 2019 Demon Music Group Ltd,, P (P) 1981 The Belle Stars;;;0,179173
The Hooters;Super Hits;01/01/1985;227,76;0;62;philly indie;0,561;0,945;9;-6,086;1;0,0444;0,0869;0;0,22;0,723;145,781;4;Columbia/Legacy;P (P) 1985, 1987, 1989, 2001 Sony Music Entertainment Inc,;;;0,22776
